Time,Activity,PebbleDevice,PebbleAccX,PebbleAccY,PebbleAccZ,Lat,Long
1.50057628712e+12,user10,PebbleTimeSteel,-566.0,153.0,-717.0,30.6188978,-96.3394274
1.50057628716e+12,user10,PebbleTimeSteel,-543.0,154.0,-727.0,30.6188978,-96.3394274
1.5005762872e+12,user10,PebbleTimeSteel,-539.0,145.0,-736.0,30.6188978,-96.3394274
1.50057628724e+12,user10,PebbleTimeSteel,-542.0,130.0,-744.0,30.6188978,-96.3394274
1.50057628728e+12,user10,PebbleTimeSteel,-548.0,134.0,-723.0,30.6188978,-96.3394274
1.50057628732e+12,user10,PebbleTimeSteel,-552.0,118.0,-733.0,30.6188978,-96.3394274
1.50057628736e+12,user10,PebbleTimeSteel,-547.0,123.0,-729.0,30.6188978,-96.3394274
1.5005762874e+12,user10,PebbleTimeSteel,-543.0,135.0,-739.0,30.6188978,-96.3394274
1.50057628744e+12,user10,PebbleTimeSteel,-541.0,152.0,-738.0,30.6188978,-96.3394274
1.50057628748e+12,user10,PebbleTimeSteel,-552.0,151.0,-723.0,30.6188978,-96.3394274
1.50057628752e+12,user10,PebbleTimeSteel,-550.0,174.0,-723.0,30.6188978,-96.3394274
1.50057628756e+12,user10,PebbleTimeSteel,-551.0,168.0,-723.0,30.6188978,-96.3394274
1.5005762876e+12,user10,PebbleTimeSteel,-546.0,159.0,-722.0,30.6188978,-96.3394274
1.50057628764e+12,user10,PebbleTimeSteel,-544.0,182.0,-731.0,30.6188978,-96.3394274
1.50057628768e+12,user10,PebbleTimeSteel,-550.0,172.0,-728.0,30.6188978,-96.3394274
1.50057628772e+12,user10,PebbleTimeSteel,-548.0,152.0,-732.0,30.6188978,-96.3394274
1.50057628776e+12,user10,PebbleTimeSteel,-547.0,142.0,-724.0,30.6188978,-96.3394274
1.5005762878e+12,user10,PebbleTimeSteel,-550.0,150.0,-730.0,30.6188978,-96.3394274
1.50057628784e+12,user10,PebbleTimeSteel,-550.0,160.0,-729.0,30.6188978,-96.3394274
1.50057628788e+12,user10,PebbleTimeSteel,-549.0,153.0,-725.0,30.6188978,-96.3394274
1.50057628792e+12,user10,PebbleTimeSteel,-549.0,159.0,-728.0,30.6188978,-96.3394274
1.50057628796e+12,user10,PebbleTimeSteel,-549.0,163.0,-731.0,30.6188978,-96.3394274
1.500576288e+12,user10,PebbleTimeSteel,-548.0,176.0,-723.0,30.6188978,-96.3394274
1.50057628804e+12,user10,PebbleTimeSteel,-550.0,176.0,-721.0,30.6188978,-96.3394274
1.50057628808e+12,user10,PebbleTimeSteel,-550.0,168.0,-751.0,30.6188978,-96.3394274
1.50057628812e+12,user10,PebbleTimeSteel,-567.0,142.0,-682.0,30.6188846,-96.3398792
1.50057628816e+12,user10,PebbleTimeSteel,-541.0,158.0,-742.0,30.6188846,-96.3398792
1.5005762882e+12,user10,PebbleTimeSteel,-547.0,149.0,-723.0,30.6188846,-96.3398792
1.50057628824e+12,user10,PebbleTimeSteel,-549.0,151.0,-726.0,30.6188846,-96.3398792
1.50057628828e+12,user10,PebbleTimeSteel,-545.0,154.0,-732.0,30.6188846,-96.3398792
1.50057628832e+12,user10,PebbleTimeSteel,-547.0,162.0,-730.0,30.6188846,-96.3398792
1.50057628836e+12,user10,PebbleTimeSteel,-544.0,171.0,-732.0,30.6188846,-96.3398792
1.5005762884e+12,user10,PebbleTimeSteel,-545.0,164.0,-729.0,30.6188846,-96.3398792
1.50057628844e+12,user10,PebbleTimeSteel,-543.0,155.0,-728.0,30.6188846,-96.3398792
1.50057628848e+12,user10,PebbleTimeSteel,-546.0,157.0,-731.0,30.6188846,-96.3398792
1.50057628852e+12,user10,PebbleTimeSteel,-549.0,154.0,-729.0,30.6188846,-96.3398792
1.50057628856e+12,user10,PebbleTimeSteel,-548.0,165.0,-728.0,30.6188846,-96.3398792
1.5005762886e+12,user10,PebbleTimeSteel,-547.0,161.0,-726.0,30.6188846,-96.3398792
1.50057628864e+12,user10,PebbleTimeSteel,-549.0,161.0,-727.0,30.6188846,-96.3398792
1.50057628868e+12,user10,PebbleTimeSteel,-545.0,159.0,-729.0,30.6188846,-96.3398792
1.50057628872e+12,user10,PebbleTimeSteel,-545.0,157.0,-727.0,30.6188846,-96.3398792
1.50057628876e+12,user10,PebbleTimeSteel,-542.0,161.0,-729.0,30.6188846,-96.3398792
1.5005762888e+12,user10,PebbleTimeSteel,-550.0,161.0,-727.0,30.6188846,-96.3398792
1.50057628884e+12,user10,PebbleTimeSteel,-543.0,151.0,-725.0,30.6188846,-96.3398792
1.50057628888e+12,user10,PebbleTimeSteel,-546.0,156.0,-742.0,30.6188846,-96.3398792
1.50057628892e+12,user10,PebbleTimeSteel,-529.0,162.0,-772.0,30.6188846,-96.3398792
1.50057628896e+12,user10,PebbleTimeSteel,-570.0,150.0,-674.0,30.6188846,-96.3398792
1.500576289e+12,user10,PebbleTimeSteel,-534.0,172.0,-758.0,30.6188846,-96.3398792
1.50057628904e+12,user10,PebbleTimeSteel,-545.0,166.0,-719.0,30.6188846,-96.3398792
1.50057628908e+12,user10,PebbleTimeSteel,-550.0,158.0,-716.0,30.6188846,-96.3398792
1.50057628912e+12,user10,PebbleTimeSteel,-554.0,165.0,-734.0,30.6188846,-96.3398792
1.50057628916e+12,user10,PebbleTimeSteel,-571.0,120.0,-651.0,30.6188846,-96.3398792
1.5005762892e+12,user10,PebbleTimeSteel,-545.0,135.0,-774.0,30.6188846,-96.3398792
1.50057628924e+12,user10,PebbleTimeSteel,-566.0,136.0,-618.0,30.6188846,-96.3398792
1.50057628928e+12,user10,PebbleTimeSteel,-539.0,160.0,-736.0,30.6188846,-96.3398792
1.50057628933e+12,user10,PebbleTimeSteel,-560.0,168.0,-702.0,30.6188846,-96.3398792
1.50057628937e+12,user10,PebbleTimeSteel,-554.0,179.0,-725.0,30.6188846,-96.3398792
1.50057628941e+12,user10,PebbleTimeSteel,-551.0,178.0,-719.0,30.6188846,-96.3398792
1.50057628945e+12,user10,PebbleTimeSteel,-537.0,159.0,-744.0,30.6188846,-96.3398792
1.50057628949e+12,user10,PebbleTimeSteel,-535.0,167.0,-728.0,30.6188846,-96.3398792
1.50057628952e+12,user10,PebbleTimeSteel,-543.0,170.0,-770.0,30.6188846,-96.3398792
1.50057628956e+12,user10,PebbleTimeSteel,-568.0,145.0,-698.0,30.6188846,-96.3398792
1.50057628960e+12,user10,PebbleTimeSteel,-553.0,148.0,-728.0,30.6188846,-96.3398792
1.50057628964e+12,user10,PebbleTimeSteel,-525.0,167.0,-814.0,30.6188846,-96.3398792
1.50057628968e+12,user10,PebbleTimeSteel,-546.0,150.0,-710.0,30.6188846,-96.3398792
1.50057628972e+12,user10,PebbleTimeSteel,-532.0,176.0,-753.0,30.6188846,-96.3398792
1.50057628976e+12,user10,PebbleTimeSteel,-540.0,166.0,-739.0,30.6188846,-96.3398792
1.5005762898e+12,user10,PebbleTimeSteel,-545.0,151.0,-726.0,30.6188846,-96.3398792
1.50057628984e+12,user10,PebbleTimeSteel,-540.0,151.0,-735.0,30.6188846,-96.3398792
1.50057628988e+12,user10,PebbleTimeSteel,-548.0,140.0,-729.0,30.6188846,-96.3398792
1.50057628993e+12,user10,PebbleTimeSteel,-550.0,148.0,-736.0,30.6188846,-96.3398792
1.50057628997e+12,user10,PebbleTimeSteel,-563.0,150.0,-719.0,30.6188846,-96.3398792
1.50057629001e+12,user10,PebbleTimeSteel,-557.0,152.0,-731.0,30.6188846,-96.3398792
1.50057629005e+12,user10,PebbleTimeSteel,-556.0,152.0,-724.0,30.6188846,-96.3398792
1.50057629009e+12,user10,PebbleTimeSteel,-552.0,159.0,-733.0,30.6188846,-96.3398792
